code,name,symptoms
691,Acute fatty liver of pregnancy (AFLP),"{'Pain during pregnancy': '51', 'Sharp abdominal pain': '51', 'Itching of skin': '51', 'Eye strain': '4', 'Wrist weakness': '4', 'Itchy eyelid': '4', 'Nailbiting': '4', 'Hip stiffness or tightness': '4', 'Elbow weakness': '4', 'Elbow cramps or spasms': '4', 'Emotional symptoms': '4', 'Cross-eyed': '4'}"
692,Ectropion,"{'Lacrimation': '72', 'Pain in eye': '66', 'Abnormal movement of eyelid': '58', 'Symptoms of eye': '58', 'Eye redness': '47', 'Spots or clouds in vision': '30', 'Eyelid lesion or rash': '30', 'Foreign body sensation in eye': '30', 'Swollen eye': '30', 'Diminished vision': '30', 'White discharge from eye': '30', 'Itchiness of eye': '30'}"
693,Scar,"{'Acne or pimples': '34', 'Skin lesion': '34', 'Abnormal appearing skin': '26', 'Itching of skin': '24', 'Skin growth': '19', 'Skin moles': '12', 'Skin dryness peeling scaliness or roughness': '12', 'Skin pain': '10', 'Skin swelling': '10', 'Mass on ear': '10', 'Lump or mass of breast': '8', 'Lip swelling': '8'}"
694,Lactose intolerance,"{'Diarrhea': '56', 'Burning abdominal pain': '42', 'Headache': '33', 'Sharp abdominal pain': '33', 'Nasal congestion': '33', 'Shortness of breath': '26', 'Constipation': '19', 'Muscle pain': '19', 'Flatulence': '19', 'Weight gain': '11', 'Impotence': '11', 'Cramps and spasms': '11'}"
695,Eustachian tube dysfunction (ear disorder),"{'Ear pain': '75', 'Diminished hearing': '52', 'Plugged feeling in ear': '50', 'Redness in ear': '49', 'Nasal congestion': '45', 'Sore throat': '30', 'Fluid in ear': '30', 'Dizziness': '27', 'Ringing in ear': '23', 'Abnormal breathing sounds': '12', 'Allergic reaction': '11', 'Swollen or red tonsils': '10'}"
696,Appendicitis,"{'Sharp abdominal pain': '91', 'Lower abdominal pain': '64', 'Vomiting': '57', 'Nausea': '54', 'Fever': '44', 'Burning abdominal pain': '41', 'Side pain': '29', 'Diarrhea': '25', 'Upper abdominal pain': '20', 'Chills': '11', 'Decreased appetite': '11', 'Stomach bloating': '5'}"
697,Graves disease,"{'Dizziness': '27', 'Fatigue': '27', 'Palpitations': '21', 'Sweating': '13', 'Abnormal involuntary movements': '11', 'Weight gain': '8', 'Leg cramps or spasms': '8', 'Irregular heartbeat': '8', 'Involuntary urination': '6', 'Foot or toe swelling': '6', 'Muscle cramps contractures or spasms': '3', 'Hemoptysis': '3'}"
698,Dissociative disorder,"{'Depressive or psychotic symptoms': '83', 'Anxiety and nervousness': '66', 'Depression': '66', 'Low self-esteem': '30', 'Excessive anger': '30', 'Disturbance of memory': '18', 'Delusions or hallucinations': '18', 'Back weakness': '1', 'Muscle swelling': '1', 'Elbow cramps or spasms': '1', 'Pus in urine': '1', 'Low back weakness': '1'}"
699,Open wound of the face,"{'Facial pain': '22', 'Leg stiffness or tightness': '1', 'Feeling hot': '1', 'Jaw swelling': '1', 'Symptoms of the kidneys': '1', 'Wrist swelling': '1', 'Neck swelling': '1', 'Redness in or around nose': '1', 'Eyelid swelling': '1'}"
700,Dislocation of the vertebra,"{'Neck pain': '77', 'Back pain': '70', 'Low back pain': '59', 'Bones are painful': '41', 'Hand or finger pain': '41', 'Leg pain': '41', 'Loss of sensation': '41', 'Arm pain': '41', 'Elbow weakness': '3', 'Excessive growth': '3', 'Feeling hot and cold': '3', 'Wrist weakness': '3'}"
701,Phimosis,"{'Penis pain': '44', 'Penis redness': '35', 'Retention of urine': '24', 'Painful urination': '18', 'Blood in urine': '12', 'Penile discharge': '4', 'Bumps on penis': '4', 'Thirst': '4', 'Symptoms of the scrotum and testes': '4', 'Impotence': '4', 'Itchiness of eye': '4'}"
702,Hyperemesis gravidarum,"{'Vomiting': '93', 'Nausea': '85', 'Problems during pregnancy': '74', 'Sharp abdominal pain': '66', 'Pain during pregnancy': '46', 'Diarrhea': '38', 'Burning abdominal pain': '33', 'Dizziness': '26', 'Headache': '25', 'Weakness': '23', 'Vomiting blood': '19', 'Upper abdominal pain': '19'}"
703,Pregnancy,"{'Uterine contractions': '27', 'Pain during pregnancy': '25', 'Problems during pregnancy': '24', 'Spotting or bleeding during pregnancy': '8', 'Cramps and spasms': '4', 'Pelvic pressure': '2'}"
704,Thalassemia,"{'Congestion in chest': '23', 'Insomnia': '23', 'Fatigue': '23', 'Regurgitation': '23', 'Coryza': '23', 'Knee swelling': '23', 'Diminished vision': '23', 'Pain in testicles': '23', 'Arm pain': '23', 'Muscle swelling': '1', 'Low back weakness': '1', 'Elbow weakness': '1'}"
705,Placenta previa,"{'Spotting or bleeding during pregnancy': '60', 'Pain during pregnancy': '38', 'Cramps and spasms': '23', 'Uterine contractions': '23', 'Delusions or hallucinations': '13', 'Problems during pregnancy': '13', 'Involuntary urination': '13', 'Vaginal discharge': '13'}"
706,Epidural hemorrhage,"{'Back pain': '63', 'Depressive or psychotic symptoms': '63', 'Side pain': '45', 'Dizziness': '45', 'Leg pain': '45', 'Diminished hearing': '45', 'Elbow weakness': '3', 'Excessive growth': '3', 'Low back weakness': '3', 'Feeling hot and cold': '3', 'Wrist weakness': '3', 'Emotional symptoms': '3'}"
707,Septic arthritis,"{'Knee pain': '73', 'Knee swelling': '56', 'Fever': '42', 'Leg pain': '26', 'Problems with movement': '26', 'Hand or finger pain': '26', 'Elbow pain': '26', 'Feeling ill': '19', 'Skin on arm or hand looks infected': '19', 'Hip pain': '19', 'Abnormal appearing skin': '19', 'Elbow swelling': '19'}"
708,Athlete's foot,"{'Skin rash': '65', 'Foot or toe pain': '61', 'Skin lesion': '48', 'Itching of skin': '48', 'Skin dryness peeling scaliness or roughness': '39', 'Skin on leg or foot looks infected': '27', 'Abnormal appearing skin': '27', 'Foot or toe swelling': '24', 'Skin irritation': '17', 'Irregular appearing nails': '17', 'Skin swelling': '13', 'Irregular appearing scalp': '13'}"
709,Pleural effusion,"{'Sharp chest pain': '82', 'Shortness of breath': '76', 'Cough': '62', 'Difficulty breathing': '43', 'Hurts to breath': '35', 'Back pain': '32', 'Rib pain': '31', 'Fever': '24', 'Sharp abdominal pain': '24', 'Drainage in throat': '24', 'Weakness': '21', 'Side pain': '20'}"
710,Aphakia,"{'Diminished vision': '73', 'Symptoms of eye': '28', 'Pain in eye': '28', 'Eye redness': '28', 'Itchiness of eye': '28', 'Spots or clouds in vision': '21', 'Eye burns or stings': '12', 'Mass on eyelid': '12'}"
711,Vulvar disorder,"{'Skin lesion': '39', 'Vaginal discharge': '39', 'Vulvar irritation': '35', 'Vulvar sore': '30', 'Vaginal pain': '30', 'Skin growth': '24', 'Vaginal itching': '24', 'Painful urination': '24', 'Pain during intercourse': '17', 'Pelvic pain': '17', 'Lump or mass of breast': '17', 'Skin dryness peeling scaliness or roughness': '10'}"
712,Vitamin B deficiency,"{'Dizziness': '70', 'Elbow pain': '41', 'Allergic reaction': '41', 'Difficulty speaking': '41', 'Headache': '41', 'Muscle cramps contractures or spasms': '41', 'Vomiting': '41', 'Cough': '41', 'Nausea': '41', 'Knee pain': '41', 'Abnormal involuntary movements': '41', 'Hip pain': '41'}"
713,Sialoadenitis,"{'Peripheral edema': '77', 'Facial pain': '60', 'Swollen lymph nodes': '51', 'Ear pain': '51', 'Jaw swelling': '48', 'Neck mass': '46', 'Neck swelling': '43', 'Sore throat': '33', 'Neck pain': '33', 'Cough': '29', 'Difficulty in swallowing': '29', 'Nasal congestion': '24'}"
714,Gynecomastia,"{'Problems with shape or size of breast': '67', 'Lump or mass of breast': '61', 'Back pain': '55', 'Pain or soreness of breast': '53', 'Neck pain': '39', 'Weight gain': '12', 'Skin swelling': '12', 'Bones are painful': '7', 'Irregular belly button': '7'}"
715,Urinary tract infection,"{'Painful urination': '65', 'Suprapubic pain': '60', 'Sharp abdominal pain': '60', 'Frequent urination': '46', 'Fever': '42', 'Vomiting': '40', 'Back pain': '36', 'Nausea': '35', 'Blood in urine': '33', 'Side pain': '31', 'Retention of urine': '26', 'Lower abdominal pain': '25'}"
716,Histoplasmosis,"{'Lacrimation': '65', 'Ache all over': '47', 'Cough': '47', 'Double vision': '47', 'Eye redness': '47', 'Decreased appetite': '47', 'Diminished vision': '47', 'Elbow cramps or spasms': '4', 'Elbow weakness': '4', 'Excessive growth': '4', 'Low back weakness': '4', 'Feeling hot and cold': '4'}"
717,Erythema multiforme,"{'Skin rash': '92', 'Fever': '67', 'Itching of skin': '44', 'Coryza': '44', 'Skin lesion': '44', 'Vomiting': '44', 'Mouth ulcer': '34', 'Skin pain': '20', 'Pain in eye': '20', 'Fluid retention': '20', 'Allergic reaction': '20', 'Difficulty in swallowing': '20'}"
718,Scoliosis,"{'Back pain': '66', 'Low back pain': '51', 'Leg pain': '31', 'Problems with movement': '16', 'Lower body pain': '8', 'Leg weakness': '4', 'Knee swelling': '4', 'Unusual color or odor to urine': '2', 'Knee stiffness or tightness': '2', 'Foot or toe stiffness or tightness': '2', 'Muscle cramps contractures or spasms': '2', 'Stomach bloating': '2'}"
719,Bunion,"{'Foot or toe pain': '80', 'Foot or toe lump or mass': '31', 'Knee pain': '25', 'Problems with movement': '18', 'Skin on leg or foot looks infected': '18', 'Skin moles': '18', 'Leg swelling': '10', 'Stiffness all over': '10', 'Skin growth': '10', 'Pain or soreness of breast': '10', 'Skin irritation': '10', 'Foot or toe swelling': '10'}"
720,Arrhythmia,"{'Palpitations': '61', 'Sharp chest pain': '50', 'Dizziness': '48', 'Irregular heartbeat': '48', 'Increased heart rate': '33', 'Shortness of breath': '33', 'Difficulty breathing': '31', 'Fainting': '31', 'Weakness': '31', 'Chest tightness': '27', 'Fatigue': '21', 'Leg cramps or spasms': '2'}"
721,Paget disease,"{'Abnormal breathing sounds': '37', 'Back pain': '37', 'Apnea': '37', 'Low back pain': '37', 'Frequent urination': '37', 'Sleepiness': '37', 'Abnormal appearing skin': '37', 'Ache all over': '37', 'Ringing in ear': '37', 'Delusions or hallucinations': '37', 'Elbow cramps or spasms': '3', 'Nailbiting': '3'}"
722,Trigeminal neuralgia,"{'Facial pain': '90', 'Headache': '64', 'Dizziness': '29', 'Loss of sensation': '29', 'Symptoms of the face': '25', 'Ache all over': '25', 'Pain in eye': '21', 'Toothache': '17', 'Paresthesia': '12', 'Abnormal involuntary movements': '12', 'Swollen eye': '12', 'Tongue pain': '12'}"
723,Ankylosing spondylitis,"{'Back pain': '74', 'Low back pain': '72', 'Hip pain': '57', 'Leg pain': '52', 'Knee pain': '28', 'Ache all over': '24', 'Elbow pain': '20', 'Lower body pain': '16', 'Joint pain': '11', 'Paresthesia': '11', 'Rib pain': '11', 'Stiffness all over': '6'}"
724,Peripheral nerve disorder,"{'Loss of sensation': '69', 'Leg pain': '52', 'Paresthesia': '46', 'Foot or toe pain': '45', 'Dizziness': '27', 'Back pain': '25', 'Problems with movement': '23', 'Arm pain': '21', 'Abnormal involuntary movements': '19', 'Leg weakness': '16', 'Disturbance of memory': '13', 'Arm weakness': '6'}"
725,Sebaceous cyst,"{'Skin growth': '80', 'Skin swelling': '43', 'Skin lesion': '31', 'Abnormal appearing skin': '28', 'Neck mass': '22', 'Back mass or lump': '18', 'Acne or pimples': '16', 'Arm lump or mass': '14', 'Lump or mass of breast': '13', 'Skin moles': '13', 'Irregular appearing scalp': '12', 'Hand or finger lump or mass': '9'}"
726,Poisoning due to antipsychotics,"{'Anxiety and nervousness': '50', 'Depressive or psychotic symptoms': '50', 'Depression': '50', 'Delusions or hallucinations': '39', 'Sleepiness': '24', 'Dizziness': '24', 'Tongue lesions': '24', 'Sharp chest pain': '24', 'Difficulty speaking': '24', 'Fainting': '24', 'Insomnia': '24', 'Chest tightness': '24'}"
727,Behcet disease,"{'Vomiting': '47', 'Upper abdominal pain': '47', 'Sharp abdominal pain': '47', 'Diarrhea': '47', 'Depression': '47', 'Anxiety and nervousness': '47', 'Diminished vision': '47', 'Mouth ulcer': '47', 'Cough': '47', 'Neck pain': '47', 'Blindness': '47', 'Shortness of breath': '47'}"
728,Neurosis,"{'Depressive or psychotic symptoms': '75', 'Depression': '55', 'Anxiety and nervousness': '37', 'Hostile behavior': '34', 'Delusions or hallucinations': '29', 'Headache': '27', 'Excessive anger': '18', 'Insomnia': '14', 'Drug abuse': '10', 'Obsessions and compulsions': '8', 'Temper problems': '5', 'Smoking problems': '5'}"
729,Prostate cancer,"{'Retention of urine': '23', 'Blood in urine': '17', 'Symptoms of prostate': '15', 'Frequent urination': '14', 'Involuntary urination': '14', 'Impotence': '12', 'Excessive urination at night': '11', 'Flushing': '3', 'Symptoms of bladder': '3', 'Pain during intercourse': '1'}"
730,Cerebral edema,"{'Headache': '84', 'Neck pain': '63', 'Focal weakness': '52', 'Diminished vision': '44', 'Vomiting': '44', 'Difficulty speaking': '34', 'Loss of sensation': '34', 'Nausea': '34', 'Problems with movement': '34', 'Dizziness': '34', 'Muscle stiffness or tightness': '21', 'Arm pain': '21'}"
731,Dislocation of the finger,"{'Hand or finger pain': '79', 'Hand or finger swelling': '38', 'Hand or finger stiffness or tightness': '18', 'Wrist pain': '13', 'Difficulty speaking': '7', 'Joint pain': '7', 'Hysterical behavior': '7'}"
732,Birth trauma,"{'Arm stiffness or tightness': '46', 'Seizures': '46', 'Lack of growth': '30', 'Depressive or psychotic symptoms': '30', 'Nasal congestion': '30', 'Difficulty speaking': '30', 'Pus in sputum': '2', 'Emotional symptoms': '2', 'Itching of scrotum': '2', 'Muscle swelling': '2', 'Elbow cramps or spasms': '2', 'Low back weakness': '2'}"
733,Chronic pancreatitis,"{'Sharp abdominal pain': '86', 'Vomiting': '55', 'Nausea': '51', 'Ache all over': '39', 'Burning abdominal pain': '31', 'Diarrhea': '31', 'Back pain': '26', 'Upper abdominal pain': '26', 'Abusing alcohol': '15', 'Regurgitation': '8', 'Leg weakness': '8', 'Skin growth': '8'}"
734,Hematoma,"{'Sharp abdominal pain': '37', 'Ache all over': '25', 'Groin pain': '25', 'Peripheral edema': '20', 'Lump or mass of breast': '20', 'Abnormal appearing skin': '20', 'Arm swelling': '20', 'Fluid retention': '20', 'Swelling of scrotum': '14', 'Lymphedema': '14', 'Abdominal distention': '8', 'Skin swelling': '8'}"
735,Carcinoid syndrome,"{'Involuntary urination': '77', 'Knee lump or mass': '11', 'Neck cramps or spasms': '11', 'Excessive growth': '11', 'Vulvar sore': '11', 'Loss of sex drive': '11', 'Eye strain': '11', 'Shoulder swelling': '11', 'Nailbiting': '11', 'Wrist weakness': '11', 'Joint stiffness or tightness': '11', 'Itchy eyelid': '11'}"
736,Open wound of the head,"{'Headache': '30', 'Abusing alcohol': '10'}"
737,Seborrheic keratosis,"{'Skin lesion': '71', 'Abnormal appearing skin': '70', 'Skin moles': '56', 'Skin growth': '54', 'Skin dryness peeling scaliness or roughness': '36', 'Itching of skin': '36', 'Skin rash': '28', 'Skin swelling': '25', 'Skin irritation': '19', 'Irregular appearing scalp': '16', 'Warts': '13', 'Acne or pimples': '11'}"
738,Burn,"{'Knee pain': '26', 'Headache': '24', 'Hand or finger pain': '19', 'Wrist pain': '12', 'Elbow pain': '12', 'Bleeding from ear': '3', 'Skin irritation': '3', 'Penis redness': '1', 'Wrist swelling': '1'}"
739,Spontaneous abortion,"{'Spotting or bleeding during pregnancy': '80', 'Sharp abdominal pain': '65', 'Pain during pregnancy': '61', 'Cramps and spasms': '28', 'Lower abdominal pain': '26', 'Pelvic pain': '22', 'Problems during pregnancy': '19', 'Burning abdominal pain': '18', 'Uterine contractions': '16', 'Intermenstrual bleeding': '12', 'Blood clots during menstrual periods': '7', 'Heavy menstrual flow': '5'}"
740,Genital herpes,"{'Skin rash': '47', 'Painful urination': '36', 'Vaginal pain': '33', 'Vaginal discharge': '33', 'Pelvic pain': '30', 'Skin lesion': '30', 'Vaginal itching': '22', 'Groin pain': '22', 'Suprapubic pain': '17', 'Itching of skin': '17', 'Recent pregnancy': '12', 'Skin pain': '12'}"
741,Adjustment reaction,"{'Depression': '60', 'Depressive or psychotic symptoms': '60', 'Anxiety and nervousness': '59', 'Excessive anger': '22', 'Hostile behavior': '18', 'Insomnia': '15', 'Low self-esteem': '15', 'Delusions or hallucinations': '8', 'Temper problems': '8', 'Fears and phobias': '6', 'Restlessness': '5', 'Nightmares': '2'}"
742,Gallstone,"{'Sharp abdominal pain': '87', 'Upper abdominal pain': '68', 'Nausea': '58', 'Vomiting': '52', 'Back pain': '39', 'Burning abdominal pain': '28', 'Sharp chest pain': '27', 'Side pain': '26', 'Lower body pain': '12', 'Heartburn': '6', 'Sweating': '4', 'Regurgitation': '4'}"
743,Multiple sclerosis,"{'Fatigue': '43', 'Loss of sensation': '42', 'Headache': '31', 'Dizziness': '28', 'Problems with movement': '27', 'Weakness': '22', 'Leg weakness': '19', 'Paresthesia': '16', 'Disturbance of memory': '13', 'Abnormal involuntary movements': '12', 'Leg stiffness or tightness': '12', 'Focal weakness': '11'}"
744,Zenker diverticulum,"{'Difficulty in swallowing': '65', 'Sharp chest pain': '65', 'Regurgitation': '47', 'Low back pain': '47', 'Sharp abdominal pain': '47', 'Sore throat': '47', 'Constipation': '47', 'Elbow weakness': '4', 'Low back weakness': '4', 'Wrist weakness': '4', 'Feeling hot and cold': '4', 'Nailbiting': '4'}"
745,Fracture of the pelvis,"{'Hip pain': '82', 'Groin pain': '54', 'Back pain': '50', 'Leg pain': '39', 'Ache all over': '32', 'Side pain': '24', 'Problems with movement': '24', 'Knee pain': '24', 'Delusions or hallucinations': '14', 'Difficulty speaking': '14', 'Bones are painful': '14', 'Focal weakness': '14'}"
746,Pneumoconiosis,"{'Cough': '77', 'Wheezing': '70', 'Shortness of breath': '70', 'Fever': '59', 'Insomnia': '41', 'Nasal congestion': '41', 'Vomiting': '41', 'Sore throat': '41', 'Difficulty breathing': '41', 'Dizziness': '41', 'Coughing up sputum': '41', 'Chest tightness': '41'}"
747,Hyperlipidemia,"{'Sharp chest pain': '25', 'Weight gain': '10', 'Lymphedema': '2', 'Smoking problems': '2', 'Leg cramps or spasms': '2'}"
748,Ulcerative colitis,"{'Diarrhea': '65', 'Sharp abdominal pain': '53', 'Blood in stool': '40', 'Nausea': '35', 'Vomiting': '33', 'Burning abdominal pain': '26', 'Rectal bleeding': '23', 'Lower abdominal pain': '15', 'Melena': '11', 'Decreased appetite': '11', 'Swollen lymph nodes': '11', 'Discharge in stools': '11'}"
749,Male genitalia infection,"{'Penis redness': '52', 'Swelling of scrotum': '52', 'Pain in testicles': '47', 'Mass in scrotum': '37', 'Skin growth': '30', 'Abnormal appearing skin': '30', 'Penis pain': '22', 'Bumps on penis': '22', 'Warts': '13', 'Groin pain': '13', 'Irritable infant': '13', 'Swollen abdomen': '13'}"
750,HPV,"{'Warts': '28', 'Frequent urination': '12', 'Vaginal itching': '12', 'Vaginal discharge': '12', 'Joint pain': '6', 'Hand or finger lump or mass': '6', 'Mass or swelling around the anus': '6', 'Lump or mass of breast': '6', 'Involuntary urination': '6', 'Eyelid lesion or rash': '6', 'Unpredictable menstruation': '6', 'Coughing up sputum': '6'}"
751,Angina,"{'Sharp chest pain': '92', 'Shortness of breath': '59', 'Chest tightness': '40', 'Dizziness': '31', 'Arm pain': '28', 'Lower body pain': '15', 'Palpitations': '11', 'Sweating': '8', 'Irregular heartbeat': '7', 'Increased heart rate': '4', 'Burning chest pain': '2', 'Hot flashes': '2'}"
752,Injury to the spinal cord,"{'Neck pain': '60', 'Neck cramps or spasms': '47', 'Back pain': '47', 'Shoulder pain': '36', 'Headache': '36', 'Throat irritation': '22', 'Retention of urine': '22', 'Foot or toe weakness': '22', 'Arm pain': '22', 'Arm weakness': '22', 'Side pain': '22', 'Drainage in throat': '22'}"
753,Nasal polyp,"{'Nasal congestion': '72', 'Headache': '48', 'Nosebleed': '30', 'Painful sinuses': '30', 'Cough': '27', 'Difficulty breathing': '27', 'Allergic reaction': '22', 'Facial pain': '18', 'Disturbance of smell or taste': '13', 'Frontal headache': '13', 'Hoarse voice': '7', 'Redness in ear': '7'}"
754,Lichen simplex,"{'Skin rash': '82', 'Itching of skin': '71', 'Skin lesion': '47', 'Skin irritation': '22', 'Acne or pimples': '22', 'Vaginal itching': '22', 'Itchy scalp': '22', 'Skin growth': '22', 'Skin dryness peeling scaliness or roughness': '12', 'Loss of sex drive': '12', 'Pain during intercourse': '12', 'Difficulty speaking': '12'}"
755,Trichiasis,"{'Foreign body sensation in eye': '80', 'Eyelid lesion or rash': '63', 'Diminished vision': '44', 'Symptoms of eye': '44', 'Itchiness of eye': '44', 'Pain in eye': '44', 'Eye redness': '28', 'Swollen eye': '28', 'Emotional symptoms': '2', 'Back weakness': '2', 'Elbow cramps or spasms': '2', 'Pus in sputum': '2'}"
756,Acariasis,"{'Skin rash': '91', 'Itching of skin': '77', 'Swelling of scrotum': '49', 'Skin lesion': '49', 'Vomiting': '49', 'Elbow weakness': '4', 'Cross-eyed': '4', 'Excessive growth': '4', 'Bowlegged or knock-kneed': '4', 'Feeling hot and cold': '4', 'Wrist weakness': '4', 'Emotional symptoms': '4'}"
757,Colorectal cancer,"{'Sharp abdominal pain': '26', 'Rectal bleeding': '14', 'Blood in stool': '6', 'Pain of the anus': '4', 'Mass or swelling around the anus': '3', 'Drainage in throat': '2'}"
758,Skin pigmentation disorder,"{'Abnormal appearing skin': '79', 'Skin rash': '52', 'Skin lesion': '46', 'Skin moles': '44', 'Acne or pimples': '42', 'Skin growth': '25', 'Itching of skin': '22', 'Skin swelling': '16', 'Skin dryness peeling scaliness or roughness': '15', 'Warts': '10', 'Too little hair': '9', 'Irregular appearing scalp': '9'}"
759,Factitious disorder,"{'Disturbance of memory': '81', 'Depressive or psychotic symptoms': '72', 'Depression': '54', 'Loss of sensation': '54', 'Paresthesia': '54', 'Lip swelling': '54', 'Itchy eyelid': '5', 'Wrist weakness': '5', 'Excessive growth': '5', 'Elbow cramps or spasms': '5', 'Elbow weakness': '5', 'Nailbiting': '5'}"
760,Lymphogranuloma venereum,"{'Sore throat': '100', 'Nosebleed': '91', 'Fever': '91', 'Chills': '91', 'Ear pain': '91', 'Vulvar sore': '20', 'Pelvic pressure': '20', 'Knee lump or mass': '20', 'Shoulder swelling': '20', 'Neck cramps or spasms': '20', 'Excessive growth': '20', 'Loss of sex drive': '20'}"
761,Galactorrhea of unknown cause,"{'Bleeding or discharge from nipple': '84', 'Pain or soreness of breast': '65', 'Pelvic pain': '30', 'Weight gain': '30', 'Anxiety and nervousness': '30', 'Back pain': '30', 'Lump or mass of breast': '30', 'Sharp chest pain': '30', 'Burning abdominal pain': '30', 'Cough': '30', 'Low back weakness': '2', 'Emotional symptoms': '2'}"
762,G6PD enzyme deficiency,"{'Cough': '43', 'Nasal congestion': '43', 'Excessive growth': '3', 'Wrist weakness': '3', 'Elbow weakness': '3', 'Elbow cramps or spasms': '3', 'Feeling hot and cold': '3', 'Emotional symptoms': '3', 'Low back weakness': '3', 'Underweight': '3', 'Nailbiting': '3', 'Muscle swelling': '3'}"
763,Nerve impingement near the shoulder,"{'Shoulder pain': '96', 'Knee pain': '32', 'Neck pain': '32', 'Arm pain': '29', 'Shoulder stiffness or tightness': '16', 'Problems with movement': '13', 'Elbow pain': '9', 'Shoulder weakness': '6', 'Hand or finger stiffness or tightness': '3', 'Vulvar irritation': '3', 'Muscle pain': '3', 'Bones are painful': '3'}"
764,Toxoplasmosis,"{'Eye redness': '49', 'Diminished vision': '49', 'Itchy scalp': '49', 'Blindness': '49', 'Irregular appearing scalp': '49', 'Elbow weakness': '4', 'Cross-eyed': '4', 'Excessive growth': '4', 'Bowlegged or knock-kneed': '4', 'Feeling hot and cold': '4', 'Wrist weakness': '4', 'Emotional symptoms': '4'}"
765,Fibroadenoma,"{'Lump or mass of breast': '90', 'Pain or soreness of breast': '50', 'Bleeding or discharge from nipple': '19', 'Arm lump or mass': '5', 'Bones are painful': '5', 'Problems with shape or size of breast': '2', 'Hot flashes': '2', 'Pain during intercourse': '1', 'Back swelling': '1', 'Throat irritation': '1', 'Vaginal dryness': '1'}"
766,Open wound of the hand,"{'Hand or finger pain': '30', 'Hand or finger swelling': '11', 'Skin on arm or hand looks infected': '5', 'Hand or finger stiffness or tightness': '2'}"
767,Missed abortion,"{'Spotting or bleeding during pregnancy': '73', 'Sharp abdominal pain': '51', 'Pain during pregnancy': '49', 'Lower abdominal pain': '43', 'Problems during pregnancy': '38', 'Cramps and spasms': '25', 'Intermenstrual bleeding': '21', 'Blood clots during menstrual periods': '12', 'Heavy menstrual flow': '6', 'Blood in stool': '6', 'Recent pregnancy': '6', 'Infertility': '6'}"
768,Diabetic ketoacidosis,"{'Vomiting': '84', 'Nausea': '66', 'Weakness': '46', 'Sharp abdominal pain': '42', 'Sharp chest pain': '37', 'Diarrhea': '34', 'Depressive or psychotic symptoms': '31', 'Decreased appetite': '16', 'Thirst': '16', 'Polyuria': '11', 'Frequent urination': '11', 'Fluid retention': '6'}"
769,Granuloma inguinale,"{'Nausea': '77', 'Sharp chest pain': '77', 'Groin pain': '77', 'Vaginal pain': '77', 'Vulvar sore': '11', 'Loss of sex drive': '11', 'Knee lump or mass': '11', 'Nailbiting': '11', 'Excessive growth': '11', 'Wrist weakness': '11', 'Shoulder swelling': '11', 'Neck cramps or spasms': '11'}"
770,Hemorrhagic fever,"{'Pain in eye': '91', 'Shoulder cramps or spasms': '91', 'Facial pain': '91', 'Ankle pain': '91', 'Wrist pain': '91', 'Pain during pregnancy': '91', 'Excessive anger': '91', 'Joint stiffness or tightness': '91', 'Pain or soreness of breast': '91', 'Knee lump or mass': '91', 'Fatigue': '91', 'Excessive urination at night': '91'}"
771,Obsessive compulsive disorder (OCD),"{'Anxiety and nervousness': '68', 'Depression': '56', 'Depressive or psychotic symptoms': '47', 'Obsessions and compulsions': '33', 'Temper problems': '14', 'Hostile behavior': '13', 'Low self-esteem': '12', 'Excessive anger': '10', 'Feeling ill': '10', 'Fears and phobias': '10', 'Hysterical behavior': '4', 'Lack of growth': '4'}"
772,Injury of the ankle,"{'Ankle pain': '88', 'Foot or toe pain': '71', 'Ankle swelling': '40', 'Leg pain': '37', 'Foot or toe swelling': '22', 'Joint pain': '7', 'Foot or toe weakness': '4', 'Leg cramps or spasms': '2', 'Ankle stiffness or tightness': '2', 'Wrist swelling': '2', 'Foot or toe lump or mass': '2'}"
773,Hyponatremia,"{'Weakness': '55', 'Vomiting': '53', 'Nausea': '48', 'Shortness of breath': '44', 'Dizziness': '44', 'Sharp abdominal pain': '38', 'Sharp chest pain': '33', 'Headache': '33', 'Back pain': '28', 'Fever': '28', 'Fainting': '25', 'Seizures': '23'}"
774,Stricture of the esophagus,"{'Difficulty in swallowing': '82', 'Vomiting': '53', 'Regurgitation': '32', 'Lump in throat': '26', 'Sharp chest pain': '26', 'Nausea': '26', 'Difficulty eating': '19', 'Heartburn': '19', 'Coughing up sputum': '19', 'Stomach bloating': '19', 'Problems with movement': '11', 'Recent weight loss': '11'}"
775,Fracture of the ankle,"{'Ankle pain': '79', 'Ankle swelling': '36', 'Leg pain': '31', 'Foot or toe pain': '29', 'Foot or toe swelling': '9', 'Ankle weakness': '3', 'Knee weakness': '2'}"
776,Soft tissue sarcoma,"{'Skin lesion': '53', 'Abnormal appearing skin': '42', 'Skin growth': '36', 'Skin moles': '28', 'Itching of skin': '13', 'Skin dryness peeling scaliness or roughness': '10', 'Leg lump or mass': '10', 'Warts': '7', 'Groin mass': '7', 'Irregular appearing nails': '7', 'Change in skin mole size or color': '7', 'Bones are painful': '7'}"
